Movie Name,Actors,Genre
Love Sonia,Abhishek Bharate|Riya Sisodiya|Mrunal Thakur|Adil Hussain|Kiran Khoje|Saroj Sharma|Bhavik Jain|Sonali Jain|Rahul Goyal|Sai Tamhankar|D.P. Singh|Anupam Kher|Nikita Aggarwal|Ankur Vikal|,Drama
Manto ,Nawazuddin Siddiqui|Rasika Dugal|Tahir Raj Bhasin|Nazma Ali Shaikh|Ashwini Giri|Neeraj Sood|Purab Kohli|Swanand Kirkire|Chittaranjan Tripathy|Vihaan Das Maskara|Nishith Dadhich|Sunil Kamath|Priyanka Misal|Suhas Joshi|,Biography|Drama
Ishqeria,Manish Anand|Raj Babbar|Richa Chadha|Juby Devasia|Lata Gandi|Gurbani|Bikramjeet Kanerwal|Mustaq Khan|Ehsaas Madan|Neil Nitin Mukesh|Rajni Nayyar|Sanaya Pithawalla|Mrudula Sathe|Mrinalini Sharma|,Comedy|Romance
Manmarziyaan,Taapsee Pannu|Abhishek Bachchan|Vicky Kaushal|Jasmin Bajwa|Ashnoor Kaur|Swairaj Sandhu|Neelu Kohli|Poonam Shah|Priyanka Shah|Sukhmani Sadana|Saurabh Sachdeva|Arshpreet Singh|,Romance
Mitron,Jackky Bhagnani|Kritika Kamra|Prateik|Perlene Bhersaina|Rishi Panchal|Neha Reddy|,Comedy
Sui Dhaaga,Anushka Sharma|Varun Dhawan|Raghuvir Yadav|Ashish Verma|Siddharth Bhardwaj|Komal Chhabria|Namit Das|Anirban Bhattacharyya|Jeetendra Shastri|Komal Singh|Priyanka Arya|Sidharth Bhardwaj|Yamini Das|Mahesh Sharma|,Comedy|Drama
Baazaar,Radhika Apte|Saif Ali Khan|Chitrangda Singh|Danish Husain|Denzil Smith|Pawan Chopra|Manish Chaudhary|Rohan Vinod Mehra|Karan Singh Chhabra|Mukesh Hariawala|Sahil Sangha|Mayur Bansiwal|Sonia Balani|Sai Gundewar|,Crime|Drama|Thriller
Jalebi ,Rhea Chakraborty|Varun Mitra|Digangana Suryavanshi|Arya Poorti|Mahesh Thakur|,Drama
FryDay,Govinda|Varun Sharma|Sanjay Mishra|Rajesh Sharma|Digangana Suryavanshi|Prabhleen Sandhu|,Comedy
Tumbbad,Sohum Shah|Jyoti Malshe|Anita Date|Ronjini Chakraborty|Deepak Damle|,Drama|Fantasy|Horror
Helicopter Eela,Kajol|Riddhi Sen|Tota Roy Chowdhury|Neha Dhupia|,Drama
Namaste England,Arjun Kapoor|Parineeti Chopra|Atul Sharma|Aditya Seal|Joakim Skarli|Sammy John Heaney|Shreya Mehta|Vaunisha Kapoor|Sonia Goswami|Hiten Patel|Satish Kaushik|Manoj Anand|Katie Iqbal|Alankrita Sahai|,Comedy|Drama|Romance
Andhadhun,Ayushmann Khurrana|Tabu|Radhika Apte|Anil Dhawan|Manav Vij|Ashwini Kalsekar|Chhaya Kadam|Zakir Hussain|Rashmi Agdekar|Abhishek Shukla|Mohini Kewalramani|Nikitasha Kapoor|Saumin Patel|Hera Sajid|,Crime|Thriller
Badhaai Ho,Ayushmann Khurrana|Sanya Malhotra|Neena Gupta|Gajraj Rao|Surekha Sikri|Sheeba Chaddha|Shardul Rana|Rahul Tewari|Arun Kalra|,Comedy|Drama
5 Weddings,Nargis Fakhri|Rajkummar Rao|Bo Derek|Candy Clark|Anneliese van der Pol|Suvinder Vicky|Mariana Paola Vicente|Saru Maini|Robert Palmer Watkins|Dawn Richard|,Comedy|Drama|Romance
Kaashi in Search of Ganga,Aishwarya Devan|Kranti Prakash Jha|Manoj Joshi|Sharman Joshi|Shahnawaz Khan|Zara Khan|Mugdha Meharia|Akhilendra Mishra|Govind Namdeo|Manoj Pahwa|Gauri Shankar|Priyanka Singh|Mehul Surana|Joginder Tiwari|,Thriller
Dassehra,Neil Nitin Mukesh|Tina Desai|Manish Vatssalya|Govind Namdev|Ashwini Kalsekar|Murli Sharma|Shubhangi Gokhale|Scarlett Mellish Wilson|Pankaj Jha|Nisa Deys|Pooja Welling|,Action|Thriller
The Journey of Karma,Shakti Kapoor|Poonam Pandey|,Drama
Jack and Dil,Amit Sadh|Arbaaz Khan|Sonal Chauhan|Evelyn Sharma|Rajdeep Choudhury|Sudip Sarangi|Sachin Parikh|,Comedy|Family
Pihu,Rahul Bagga|Pihu Myra Vishwakarma|,Drama|Thriller
Bhaiaji Superhit,Sunny Deol|Preity Zinta|Arshad Warsi|Ameesha Patel|Shreyas Talpade|Jaideep Ahlawat|Sanjay Mishra|Brijendra Kala|Amit Mistry|Hemant Pandey|Mukul Dev|Pankaj Tripathi|Ranjeet|Ashmita Kaur Bakshi|,Action|Comedy|Drama
Rajma Chawal,Amyra Dastur|Aparshakti Khurana|Rishi Kapoor|Mukesh Chhabra|Nirmal Rishi|Sheeba Chaddha|Brijendra Kala|Manu Rishi Chadha|Anirudh Tanwar|Harish Khanna|Diksha Juneja|Jeetendra Shastri|Mahesh Balraj|Chirag Khatri|,Comedy|Drama|Family
Zero ,Shah Rukh Khan|Anushka Sharma|Katrina Kaif|Mohammed Zeeshan Ayyub|Abhay Deol|Madhavan|,Comedy|Drama|Romance
Simmba,Ranveer Singh|Sara Ali Khan|Sonu Sood|Ashutosh Rana|Siddarth Jadhav|Vaidehi Parshurami|Ulka Gupta|Suchitra Bandekar|Sulabha Arya|Ashwini Kalsekar|Neha Mahajan|Nandu Madhav|Shriswara|Sarita Joshi|,Action|Comedy|Drama
Thugs of Hindostan,Aamir Khan|Katrina Kaif|Amitabh Bachchan|Fatima Sana Shaikh|Lloyd Owen|Ronit Roy|Joe Azzopardi|Terence J. Rotolo|Mohammed Zeeshan Ayyub|Sharat Saxena|Shaji Chaudhary|Satyadev Kancharana|Bilal Hossein|Abdul Quadir Amin|,Action|Adventure
Sabse Bada Sukh,Vijay Arora|Asrani|Rajni Bala|Kumud Damle|Utpal Dutt|Meeta Faiyyaz|Rabi Ghosh|Tarun Ghosh|Sanjeev Kumar|Keshto Mukherjee|Meena Rai|,Comedy|Drama
Yeh Hai India,Gavie Chahal|Mohan Agashe|Mohan Joshi|Lom Harsh|,Action|Adventure|Drama
Mukkabaaz,Viineet Kumar|Jimmy Sheirgill|Zoya Hussain|Ravi Kishan|Rajesh Tailang|Shreedhar Dubey|Sadhana Singh|Shakti Kumar|Chittaranjan Tripathy|Sukhesh Mishra|Shikha Chauhan|Abhay Joshi|Nawazuddin Siddiqui|,Action|Drama|Sport
Union Leader ,Rahul Bhat|Tillotama Shome|,Drama
Beyond the Clouds ,Ishaan Khattar|Malavika Mohanan|Goutam Ghose|Sharada|Tannishtha Chatterjee|Shashank Shende|Hema Singh|Akash Gopal|Dhwani Rajesh|Amruta Santosh Thakur|Shivam Pujari|,Drama|Family
Omerta ,Rajkummar Rao|Rajesh Tailang|Satwant Kaur|,Action|Biography|Crime
Brij Mohan Amar Rahe,Arjun Mathur|Nidhi Singh|Sheetal Thakur|Manav Vij|Aanchal Chauhan|Sunny Hinduja|Vijayant Kohli|Yogendra Tiku|Lokesh Mittal|Jitendra Gupta|,Comedy|Crime|Drama
Gali Guleiyan,Manoj Bajpayee|Ranvir Shorey|Neeraj Kabi|Shahana Goswami|Om Singh|Arbaaz Khan|Shruti Sharma|Ashwath Bhatt|Robin Das|Durga Sharma Shrivastva|,Drama|Thriller
Tiger Zinda Hai,Salman Khan|Katrina Kaif|Anupriya Goenka|Paresh Rawal|Nawab Shah|Zachary Coffin|Angad Bedi|Kumud Mishra|Danish Bhatt|Ryan Sturz|Girish Karnad|Kashmira Irani|Varun V. Sharma|Vibhoutee Sharma|,Action|Adventure|Thriller
Golmaal Again,Ajay Devgn|Arshad Warsi|Tusshar Kapoor|Shreyas Talpade|Kunal Khemu|Parineeti Chopra|Tabu|Neil Nitin Mukesh|Prakash Raj|Johnny Lever|Sanjay Mishra|Mukesh Tiwari|Uday Tikekar|Vrajesh Hirjee|,Action|Comedy|Fantasy
Judwaa 2,Varun Dhawan|Jacqueline Fernandez|Taapsee Pannu|Anupam Kher|Sachin Khedekar|Prachee Shah Paandya|Upasna Singh|Rajpal Yadav|Vivan Bhatena|Zakir Hussain|Manoj Joshi|Charlie Carter|Fernanda Diniz|Benny Bereal|,Action|Comedy
Ok Jaanu,Shraddha Kapoor|Naseeruddin Shah|Aditya Roy Kapoor|Srishti Shrivastava|Kitu Gidwani|Vibhoutee Sharma|Sarika Singh|Sanjay Gurbaxani|Jasmeet Singh Bhatia|Paul Varghese|Anil Khopkar|Leela Samson|Balkrishna Doshi|Neeraj Goswami|,Drama|Romance
Coffee with D,Sunil Grover|Zakir Hussain|Dipannita Sharma|Rajesh Sharma|,Comedy
Kaabil,Hrithik Roshan|Yami Gautam|Ronit Roy|Rohit Roy|Narendra Jha|Girish Kulkarni|Sahidur Rahaman|Suresh Menon|,Action|Drama|Thriller
Raees ,Raj Arjun|Shubham Chintamani|Shubham Tukaram|Yug|Sagar|Sheeba Chaddha|Loveleen Mishra|Utkarsh Mazumdar|Prasoon Narayan|Avinash Razdan|Nishad Raj Rana|Ashok|Atul Kulkarni|Mahendra Shrivas|,Action|Crime|Drama
Hind Ka Napak Ko Jawab: MSG Lion Heart 2,Gurmeet Ram Rahim Singh|Honeypreet Insan|,Action|Comedy
Running Shaadi,Arsh Bajwa|Taapsee Pannu|Richa Meena|Amit Sadh|Inder Pal Singh|Brijendra Kala|,Comedy|Romance
The Ghazi Attack,Rana Daggubati|Kay Kay Menon|Atul Kulkarni|Om Puri|Nassar|Rahul Singh|Milind Gunaji|Taapsee Pannu|,Action|Thriller|War
Irada ,Naseeruddin Shah|Arshad Warsi|Divya Dutta|Sharad Kelkar|Sagarika Ghatge|Rajesh Sharma|Rumana Molla|Nikhil Pandey|Prashantt Guptha|Diwakar Kumar|Harmeet Kaur|Savita Bhatti|Prince Soni|Rohan Shah|,Drama|Mystery|Thriller
Rangoon ,Kangana Ranaut|Shahid Kapoor|Saif Ali Khan|Manav Vij|Ujjwal Chopra|Kuldeep Sareen|Saharsh Kumar Shukla|Rushad Rana|Shriswara Dubey|Gajraj Rao|Pooja Sarup|Atul Kumar|Richard McCabe|Alex Avery|,Action|Drama|History
Wedding Anniversary,Nana Patekar|Mahie Gill|Priyanshu Chatterjee|,Drama
Jeena Isi Ka Naam Hai ,Arbaaz Khan|Himansh Kohli|Ashutosh Rana|Manjari Fadnnis|Prem Chopra|Rati Agnihotri|Supriya Pathak|Aayam Mehta|Hannah Panneriy|Roma Bali|Ashok Banthia|Raju Kher|Poonam Labana|Bhanu Pratap Singh|,Drama
Badrinath Ki Dulhania,Varun Dhawan|Alia Bhatt|Sahil Vaid|Swanand Kirkire|Rituraj Singh|Yash Sinha|Rajendra Sethi|Brahma Mishra|Shweta Basu Prasad|Leena Prabhu|Kanupriya Pandit|Sukhmani Lamba|Akansha Singh|Gauhar Khan|,Comedy|Drama|Romance
Aa Gaya Hero,Govinda|Richa Sharma|Poonam Pandey|Sweta Sharma|Chandrachur Singh|Makrand Deshpande|,Action
Mantra ,Rajat Kapoor|Kalki Koechlin|Shiv Panditt|Adil Hussain|Lushin Dubey|,Drama|Family
Phillauri ,Anushka Sharma|Diljit Dosanjh|Suraj Sharma|Mehreen Pirzada|Manav Vij|Salima Raza|Raza Murad|Abhishek Banerjee|Nidhi Bisht|Sunil Mehra|Suparna Marwah|Hobby Dhaliwal|Shabnam Vadhera|Hassan Saad|,Comedy|Drama|Fantasy
Machine ,Kiara Advani|Rishabh Arora|Mustafa Burmawala|Shabbir Burmawala|Carla Dennis|Supriya Karnik|Johnny Lever|Mridanjali Rawal|Ronit Roy|Sharat Saxena|Kishori Shahane|Eshaan Shanker|Dalip Tahil|Vivek Vaswani|,Action|Mystery|Romance
Bhanwarey,Shaurya Singh|Karhan Dev|Jashan Singh Kohli|Priyanka Shukla|Manoj Bakshi|,Comedy
Anaarkali of Aarah,Pankaj Tripathi|Swara Bhaskar|Sanjay Mishra|Mayur More|Harsh Hansraj|Ishtiyak Khan|Vishwa Bhanu|Suman Patel|,Drama
Naam Shabana,Taapsee Pannu|Akshay Kumar|Manoj Bajpayee|Taher Shabbir|Virendra Saxena|Prithviraj Sukumaran|Danny Denzongpa|Madhurima Tuli|Murli Sharma|Anupam Kher|,Action|Thriller
Begum Jaan,Amitabh Bachchan|Flora Saini|Vidya Balan|Naseeruddin Shah|Pallavi Sharda|Chunky Pandey|Gauhar Khan|Mishti|Priyanka Setia|Rajesh Sharma|Ashish Vidyarthi|Rajit Kapoor|Vivek Mushran|Pitobash|,Action|Drama|History
Noor ,Sunny Leone|Sonakshi Sinha|Purab Kohli|Chloé Booyens|Rudhraksh Jaiswal|Manish Chaudhary|Suchitra Pillai|Sippora Zoutewelle|Smita Tambe|Vaibhav Raj Gupta|Kanan Gill|Gareth Lawrence|Shibani Dandekar|M.K. Raina|,Comedy|Drama
Maatr,Raveena Tandon|Madhur Mittal|Siddharth Bhardwaj|Anurag Arora|Saheem Khan|Piyush Kaushik|Rushad Rana|Kuldeep Sharma|Alisha Khan|Divya Jagdale|Bhuvan Kaila|Sidharth Bhardwaj|Neetu Chaudhary|Deepak Mor|,Thriller
Sarkar 3,Amitabh Bachchan|Yami Gautam|Abhishek Bachchan|Jackie Shroff|Manoj Bajpayee|Amit Sadh|Rohini Hattangadi|Ronit Roy|Supriya Pathak|Bharat Dabholkar|Parag Tyagi|Bajrangbali Singh|,Action|Crime|Drama
Jattu Engineer,Amardeep Insan|Ashok Insan|Divya Insan|Ishwar Insan|Jaswinder Insan|Manoj Insan|Rajesh Insan|Rakesh Insan|Raman Insan|Randhir Insan|Satish Insan|Satyawan Insan|Sukhottam Insan|Vishu Insan|,Comedy
Half Girlfriend ,Shraddha Kapoor|Dalip Sondhi|Arjun Kapoor|Vikrant Massey|Rhea Chakraborty|Greg Kriek|Anisa Butt|Carishma Basday|Seema Biswas|Paula McGlynn|Adam Davenport|Vikas Mandaliya|Aaron Latta-Morissette|Hugo Salazar Jr.|,Drama|Romance
Meri Pyaari Bindu,Ayushmann Khurrana|Parineeti Chopra|Anirban Chakraborty|Malvika Sitlani|Nishant Dahiya|Chandrachoor Rai|Prakash Belawadi|Amrita Bagchi|Aarnaa Sharma|Rajatabha Dutta|Kharaj Mukherjee|Abish Mathew|June Malia|Aparajita Adhya|,Comedy|Drama|Romance
Sachin: A Billion Dreams,Sachin Tendulkar|Mayur More|Mayuresh Pem|,Documentary|Sport
Hindi Medium,Irrfan Khan|Saba Qamar|Dishita Sehgal|Deepak Dobriyal|Swati Das|Amrita Singh|Sumit Gulati|Angshuman Nandi|Neha Dhupia|Sahani|Arha Mahajan|Shiva Kumar|Sachin Kumar|Kiran Khoje|,Comedy|Drama
Sweetiee Weds NRI,Himansh Kohli|Zoya Afroz|Darshan Jariwala|Kiran Juneja|Adi Irani|Ankit Arora|Shekhar Shukla|Shreyas Porus Pardiwalla|Babloo Mukherji|Farzil Pardiwalla|Vikrant Sakhalkar|Sadhvi Singh|Arjun Singh Mehta|,Comedy|Drama|Romance
Dobaara: See Your Evil,Adil Hussain|Huma Qureshi|Madalina Bellariu Ion|Lisa Ray|Saqib Saleem|,Horror|Mystery
Flat 211,Jayesh Raj|Sonal Singh|Samonica Shrivastava|Digvijay Singh|Danish Kohli|Gautam Vig|Arif Bhaldar|Rahul Taneja|Pooja Gajria|Shailesh Upadhyay|Moumita Moitra|Piya Bhatnagar|Ravi Kaiwart|Jai Soni|,Crime|Mystery|Thriller
Dear Maya,Manisha Koirala|Madiha Imam|Shreya Chaudhary|,Drama|Romance
Raabta ,Deepika Padukone|Kriti Sanon|Sushant Singh Rajput|Rajkummar Rao|Varun Sharma|Jim Sarbh|Vikas Verma|Karan Singh Chhabra|Suneel Sinha|Manpreet Toor|Rina Fatania|Nidhi Subbaiah|Rachita Singh|Jashan Singh Kohli|,Action|Adventure|Drama
Behen Hogi Teri,Rajkummar Rao|Shruti Haasan|Gautam Gulati|Darshan Jariwala|Ninad Kamat|Ranjeet|,Comedy
Tubelight ,Salman Khan|Sohail Khan|Om Puri|Mohammed Zeeshan Ayyub|Yashpal Sharma|Zhu Zhu|Matin Rey Tangu|Brijendra Kala|Isha Talwar|Jason D'Souza|Matt Kramer|Neeraj Khetarpal|Kapil Sharma|Mitansh Lulla|,Drama|War
Bank Chor,Riteish Deshmukh|Vivek Oberoi|Rhea Chakraborty|Sahil Vaid|Bhuvan Arora|Vikram Thapa|Vikram Gokhale|Upendra Limaye|Naveen Kaushik|Sandesh Kulkarni|Baba Sehgal|Ramakant Dayma|Harpal Singh Sokhi|Suresh Venkat|,Action|Comedy|Thriller
Ek Haseena Thi Ek Deewana Tha,Shiv Darshan|Natasha Fernandez|Upen Patel|Lalit Tiwari|Krishan Tandon|Dimppy Ramdayal|Rumi Khan|Soni Kaur|,Drama
Jagga Jasoos,Ranbir Kapoor|Katrina Kaif|Saswata Chatterjee|Chitrak Bandyopadhyay|Sayani Gupta|Saravajeet Tiwari|Nawazuddin Siddiqui|Mir Sarwar|Jimmeey Sirole|Saurabh Shukla|Yulian Caesar|Sarika Singh|Bijou Thaangjam|Denzil Smith|,Action|Adventure|Comedy
Shab ,Ashish Bisht|Simon Frenay|Areesz Ganddi|Gaurav Nanda|Arpita Pal|Raj Suri|Sanjay Suri|Raveena Tandon|,Drama|Romance
Bachche Kachche Sachche,Manoj Babani|Mukesh Tiwari|,Drama|Short
G Kutta Se,Rajveer Ankur Singh|Neha Chauhan|Vibha Tyagi|,Drama
Indu Sarkar,Kirti Kulhari|Tota Roy Chowdhury|Neil Nitin Mukesh|Ankur Vikal|Sheeba Chaddha|Parvin Dabas|Abhinav Sharma|Anupam Kher|Manav Vij|Rashmi Jha|Ganesh Kumar|Ishika Taneja|Bikramjeet Kanwarpal|Mujtaba Aziz Khan|,Drama|History|Thriller
Jab Harry Met Sejal,Shah Rukh Khan|Anushka Sharma|Björn Freiberg|Martavious Gayles|Bruce Huther|Attila G. Kerekes|Christina Murphy|Daxesh Patel|Rana Ranbir|Chandan Roy Sanyal|Evelyn Sharma|Manjot Singh|Anjan Srivastav|Aru Krishansh Verma|,Comedy|Drama|Romance
Munna Michael,Tiger Shroff|Nidhhi Agerwal|Nawazuddin Siddiqui|,Action|Drama|Music
Toilet: Ek Prem Katha,Akshay Kumar|Bhumi Pednekar|Sudhir Pandey|Divyendu Sharma|Anupam Kher|Atul Srivastava|Shubha Khote|,Comedy|Drama
Mubarakan,Anil Kapoor|Arjun Kapoor|Ileana D'Cruz|Athiya Shetty|Neha Sharma|Viineet Kumar|Pavan Malhotra|Ratna Pathak Shah|Karan Kundrra|Anil Charanjeett|Rahul Dev|Monisha Hassen|Gurpal Singh|Mohit Chhabra|,Comedy|Romance
Guest iin London,Kartik Aaryan|Kriti Kharbanda|Paresh Rawal|Tanvi Azmi|Sanjay Mishra|Naveen Kaushik|,Comedy
Bareilly Ki Barfi,Ayushmann Khurrana|Kriti Sanon|Rajkummar Rao|Pankaj Tripathi|Rohit Choudhary|Swati Semwal|,Comedy|Romance
Babumoshai Bandookbaaz,Nawazuddin Siddiqui|Bidita Bag|Jatin Goswami|Shradha Das|Divya Dutta|Murli Sharma|Bhagwan Tiwari|Anita Sahgal|Naveen Tyagi|Sanjay Inamdar|Anil George|Simran Nisha|Jeetu Shivhare|,Action|Crime|Thriller
Qaidi Band,Aadar Jain|Anya Singh|Mikhail Yawalkar|Anna Ador|Cyndy Khojol|Sange|Peter Muxka Manuel|Prince Parvinder Singh|,Drama|Music
Shubh Mangal Saavdhan,Ayushmann Khurrana|Bhumi Pednekar|Seema Bhargava|Anshul Chauhan|Brijendra Kala|Jimmy Sheirgill|Anmol Bajaj|,Comedy|Romance
Raag Desh ,Kunal Kapoor|Amit Sadh|Mohit Marwah|Kenneth Desai|Mrudula Murali|Kanwaljit Singh|Kenny Basumatary|Vijay Varma|R. Bhakti Klein|,Action|Drama|History
Daddy ,Arjun Rampal|Aishwarya Rajesh|Nishikant Kamat|Rajesh Shringarpore|Purnanand Wandekar|Anupriya Goenka|Shruti Bapna|Usha Naik|Shrikant Yadav|Deepak Damle|Raj Arjun|Vijay Sanap|Abhimanue Arun|,Action|Biography|Crime
Simran ,Kangana Ranaut|Sohum Shah|Esha Tewari|Jason Louder|Aneesha Joshi|Mark Justice|Rupinder Nagra|Catherine Dyer|James Cole|Robin Dyke|Alexander Garganera|Timothy Ryan Hickernell|Manda Lee|Yajhayra Maria|,Crime|Drama|Thriller
Lucknow Central,Farhan Akhtar|Diana Penty|Inaamulhaq|Ronit Roy|Gippy Grewal|Deepak Dobriyal|Rajesh Sharma|,Action|Drama|Music
A Gentleman,Sidharth Malhotra|Jacqueline Fernandez|Darshan Kumaar|Hussain Dalal|Amit Mistry|Rajit Kapoor|Supriya Pilgaonkar|Sunil Shetty|Shaheed K. Woods|Zachary Coffin|Kushal Punjabi|,Action|Comedy
Viceroy's House ,Hugh Bonneville|Gillian Anderson|Manish Dayal|Huma Qureshi|Michael Gambon|Om Puri|David Hayman|Simon Callow|Denzil Smith|Neeraj Kabi|Tanveer Ghani|Lily Travers|Jaz Deol|Arunoday Singh|,Biography|Drama|History
Patel Ki Punjabi Shaadi,Rishi Kapoor|Paresh Rawal|Vir Das|Payal Ghosh|Divya Seth|Bharti Achrekar|Jinal Belani|Prem Chopra|Shilpa Shinde|Daya Shankar Pandey|Karanvir Bohra|Teejay Sidhu|,Comedy
Newton ,Rajkummar Rao|Pankaj Tripathi|Anjali Patil|Raghuvir Yadav|,Drama
The Final Exit,Kunaal Roy Kapur|Mukesh Hariawala|Elena Kazan|Reyhna Malhotra|Ananya Sengupta|Archana Shastry|,Horror
Bhoomi ,Sunny Leone|Sanjay Dutt|Aditi Rao Hydari|Sharad Kelkar|Riddhi Sen|Shekhar Suman|Rahul Verma Rajput|Veer Aryan|Sakshi Dwivedi|Dolly Kaushik|Puru Chibber|Sidhant Gupta|Aarti Gupta|Govind Pandey|,Action|Drama
Haseena Parkar,Shraddha Kapoor|Ankur Bhatia|Archana Gautam|Siddhant Kapoor|Uttam Halder|Charanpreet Singh|Rajesh Tailang|,Biography|Crime|Thriller
JD ,Rina Charaniya|Arvind Gaur|Jasveer Kaur|Govind Namdev|Amar Singh|Vedita Pratap Singh|,Drama
Poster Boys,Sunny Deol|Bobby Deol|Shreyas Talpade|Randheer Rai|,Comedy
Mom ,Sridevi|Akshaye Khanna|Sajal Ali|Adnan Siddiqui|Abhimanyu Singh|Nawazuddin Siddiqui|Pitobash|Vikas Verma|Adarsh Gourav|Riva Arora|Yuvraj Singh Bajwa|,Crime|Drama|Thriller
Chef ,Saif Ali Khan|Padmapriya|Svar Kamble|Chandan Roy Sanyal|Dinesh P. Nair|Milind Soman|Sobhita Dhulipala|Ram Gopal Bajaj|Pawan Chopra|Avtaar Singh Sahani|Vikraman Nair|Ramachandran P.P.|M. Gopalakrishnan|Jayan Cherthala|,Comedy|Drama|Family
Ranchi Diaries,Soundarya Sharma|Pradeep Singh|Anupam Kher|Jimmy Sheirgill|Satish Kaushik|Himansh Kohli|Taaha Shah Badusha|,Thriller
Babuji Ek Ticket Bambai,Sudha Chandran|Yashpal Sharma|,Comedy|Drama
Rukh ,Manoj Bajpayee|Smita Tambe|Adarsh Gourav|Subhrajyoti Barat|Ahsaas Channa|Bhushan Vikas|Sandesh Kulkarni|Pawan Singh|,Drama|Mystery
Secret Superstar,Zaira Wasim|Meher Vij|Raj Arjun|Aamir Khan|Tirth Sharma|Kabir Sajid|Farrukh Jaffar|Manuj Sharma|Nikita Anand|Shaan|Monali Thakur|Mona Ambegaonkar|Jasmeet Singh Bhatia|Dianne Commissariat|,Drama|Music
Aval ,Prakash Belawadi|Khushi Hajare|Andrea Jeremiah|Atul Kulkarni|Avinash Raghudevan|Siddharth|Suresh|Anisha Victor|,Horror
Ribbon ,Kalki Koechlin|Sumeet Vyas|,Drama|Family
Shaadi Mein Zaroor Aana,Rajkummar Rao|Kriti Kharbanda|K.K. Raina|Alka Amin|Vipin Sharma|Govind Namdev|Navni Parihar|Nayani Dixit|Manoj Pahwa|Neha d Bhriguvanshi|Karanvir Sharma|Abhijeet Singh|Ashish Kapoor|,Drama|Family|Romance
Jia Aur Jia,Richa Chadha|Kalki Koechlin|Arslan Goni|,Drama
Qarib Qarib Singlle,Irrfan Khan|Parvathy Thiruvothu|Bajrangbali Singh|,Comedy|Romance
Aksar 2,Zareen Khan|Gautam Rode|Lillete Dubey|Mukesh Hariawala|Abhinav Shukla|Sofia Hayat|S. Sreesanth|,Crime|Drama|Mystery
Panchlait,Nayna Bandhopadhyay|Uma Basu|Punya Darshan Gupta|Ravi Jhankal|Brijendra Kala|Anuradha Mukherjee|Amitosh Nagpal|Pranay Narayan|Lalit Parimoo|Malini Sengupta|Rajesh Sharma|Yashpal Sharma|Iqbal Sultan|Punit Tiwari|,Drama
Tumhari Sulu,Vidya Balan|Manav Kaul|Neha Dhupia|Vijay Maurya|Malishka Mendonsa|Abhishek Sharrma|Mahesh Pillai|Sindhu Shekharan|Seema Taneja|Ajoy Chakraborty|Mandeep Kumar|Ayushmann Khurrana|Santanu Ghatak|Trupti Khamkar|,Comedy|Drama
Julie 2,Nishikant Kamat|Raai Laxmi|Rati Agnihotri|Ravi Kishan|Pankaj Tripathi|,Drama|Romance
Kadvi Hawa,Sanjay Mishra|Ranvir Shorey|Tillotama Shome|,Drama
Firangi,Kapil Sharma|Ishita Dutta|Monica Gill|Edward Sonnenblick|Kumud Mishra|Anjan Srivastav|Inaamulhaq|Rajesh Sharma|Jameel Khan|Jatinder Kaur|Vishal Om Prakash|Roshni Walia|Naisha Khanna|Sharan Makkar|,Comedy|Drama
Fukrey Returns,Pulkit Samrat|Manjot Singh|Ali Fazal|Varun Sharma|Priya Anand|Vishakha Singh|Pankaj Tripathi|Richa Chadha|,Comedy
Ajji,Sushama Deshpande|Smita Tambe|Sharvani Suryavanshi|Abhishek Banerjee|Sadiya Siddiqui|Sudhir Pandey|Vikas Kumar|Manuj Sharma|,Drama
Sallu Ki Shaadi,Zeenat Aman|Sandeep Anand|Asrani|Kashyap Barbhaya|Sandeep Bhadouria|Vishwa Bhanu|Gauhar Khan|Razak Khan|Kiran Kumar|Arshin Mehta|Vivek Modi|,Romance
Dil Jo Na Keh Saka,Himansh Kohli|Priya Banerjee|Bhuvnesh Mam|,Romance
Trapped ,Rajkummar Rao|Geetanjali Thapa|Shiladitya Sen|Rahul Patel|Rahul Dutta|Vishwas|Girish|Malay Garg|Rajiv Khanna|Yogendra Vikram Singh|Patrick Graham|Hardik Mehta|Vivek Soni|Anup Rupanwar|,Action|Drama|Thriller
Hotel Salvation,Adil Hussain|Lalit Behl|Geetanjali Kulkarni|Palomi Ghosh|Navnindra Behl|Anil K. Rastogi|,Comedy|Drama
Lipstick Under My Burkha,Aahana Kumra|Ratna Pathak Shah|Konkona Sen Sharma|Plabita Borthakur|,Drama
Chalk n Duster,Richa Chadha|,Drama
Rebellious Flower,Prince Shah|Shashank Singh|Mantra|Shaneel Sinha|,Biography|Drama
Airlift ,Akshay Kumar|Nimrat Kaur|Kumud Mishra|Prakash Belawadi|Inaamulhaq|Lena|Nissar Khan|Ninad Kamat|Kaizaad Kotwal|Feryna Wazheir|Ajay Kumar|Purab Kohli|Gunjan Malhotra|Pooja Nair|,Drama|History
Irudhi Suttru,Madhavan|Ritika Singh|Mumtaz Sorcar|Nassar|Radha Ravi|Zakir Hussain|Kaali Venkat|Baljinder Kaur|,Action|Drama|Sport
